Company,Year,HSI,GES,Sector,SizNumFXHedge,SizNumFXFutFor,SizNumFXFutures,HedgingIndex,AvgAnnualGPR,GDP,CPI,InterestRate,TradeBalance,AvgAnnualVolatility,TypesOfDerivativesUsed,FXDerivativesNotional,ForeignAssetsPct,CountriesOperated,HedgeAccountingMentions,IntlCapexPct,IntlEmployeesPct,SupplyChainComplexity,FilingType,PoliticalRiskInsurance,IntlRDExpensePct,VARModelMentions,RiskCommitteeMentions,ForeignRevenuePct,DerivativesFairValue
CBRL,2021,1.79,5.45,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,317,0.82,52,67,0.79,0.69,0.11,10-K,0,0.04,0,0,0.6,183
CBRL,2022,1.58,5.85,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,1,252,0.64,70,65,0.72,0.12,0.21,10-K,1,0.38,0,0,0.18,127
CBRL,2023,2.48,3.82,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,2,464,0.14,67,65,0.11,0.24,0.77,10-K,0,0.24,0,0,0.29,264
CBRL,2024,3.39,5.38,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,4,306,0.77,71,0,0.61,0.75,0.18,10-K,0,0.31,0,1,0.11,376
LYV,2018,3.97,3.89,Consumer Discretionary,0.0,38.0,0.0,-0.1823307643003232,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,1197,0.62,2,8,0.41,0.54,0.51,10-K,1,0.17,0,0,0.48,337
LYV,2019,4.15,4.52,Consumer Discretionary,0.0,38.0,0.0,-0.1823307643003232,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,3,1966,0.16,45,2,0.46,0.51,0.37,10-K,0,0.09,0,0,0.46,416
LYV,2020,1.48,5.75,Consumer Discretionary,0.0,38.0,0.0,-0.1823307643003232,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,3,2495,0.33,37,4,0.37,0.41,0.55,10-K,0,0.13,0,0,0.8,386
LYV,2021,1.44,5.32,Consumer Discretionary,0.0,38.0,0.0,-0.1823307643003232,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,694,0.69,56,66,0.7,0.35,0.53,10-K,0,0.52,0,0,0.32,21
LYV,2022,4.55,4.22,Consumer Discretionary,0.0,38.0,0.0,-0.1823307643003232,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,1,316,0.87,16,69,0.12,0.6,0.28,10-K,0,0.5,0,0,0.86,68
LYV,2023,2.57,3.55,Consumer Discretionary,0.0,38.0,0.0,-0.1823307643003232,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,3,2660,0.19,13,77,0.12,0.43,0.12,10-K,1,0.56,0,0,0.22,446
LYV,2024,2.95,5.06,Consumer Discretionary,0.0,38.0,0.0,-0.1823307643003232,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,4,306,0.38,28,65,0.47,0.17,0.61,10-K,0,0.13,0,1,0.23,70
PLAY,2018,2.74,6.58,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,1,1016,0.36,66,0,0.48,0.88,0.65,10-K,1,0.19,0,0,0.38,417
PLAY,2019,2.99,4.91,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,4,1585,0.62,25,0,0.3,0.35,0.98,10-K,0,0.23,0,0,0.53,37
PLAY,2020,2.92,5.79,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,3,1438,0.27,76,29,0.66,0.11,0.22,10-K,1,0.48,0,0,0.37,143
PLAY,2021,4.35,4.33,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,5,1414,0.46,23,70,0.25,0.13,0.85,10-K,0,0.18,0,0,0.75,344
PLAY,2022,4.58,6.46,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,4,2564,0.76,70,47,0.62,0.44,0.36,10-K,0,0.51,0,0,0.77,366
PLAY,2023,3.53,5.46,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,5,489,0.5,47,24,0.75,0.61,0.91,10-K,0,0.19,0,0,0.19,259
PLAY,2024,2.93,4.89,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,4,826,0.8,7,0,0.48,0.11,0.92,10-K,0,0.19,0,1,0.67,141
PLAY,2025,4.2,5.38,Consumer Discretionary,0.0,0.0,0.0,-0.3711620069788983,145.668798828125,29962.047,319.086,4.33,-130273.0,0.0584550926428766,4,2216,0.74,41,0,0.77,0.32,0.19,10-K,0,0.43,0,5,0.54,309
PLNT,2018,2.03,4.14,Consumer Discretionary,1.0,0.0,0.0,-0.3575283955072745,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,4,980,0.31,14,51,0.41,0.27,0.93,10-K,1,0.31,0,0,0.54,298
PLNT,2019,2.57,5.32,Consumer Discretionary,1.0,0.0,0.0,-0.3575283955072745,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,2,399,0.17,63,59,0.2,0.74,0.12,10-K,0,0.15,0,0,0.63,130
PLNT,2020,4.15,6.45,Consumer Discretionary,1.0,0.0,0.0,-0.3575283955072745,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,1,185,0.29,40,63,0.23,0.86,0.43,10-K,0,0.42,0,0,0.79,461
PLNT,2021,4.78,4.83,Consumer Discretionary,1.0,0.0,0.0,-0.3575283955072745,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,5,398,0.46,3,59,0.74,0.5,0.59,10-K,1,0.59,0,0,0.45,456
PLNT,2022,3.22,6.59,Consumer Discretionary,1.0,0.0,0.0,-0.3575283955072745,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,5,1718,0.18,39,2,0.51,0.47,0.65,10-K,1,0.02,0,0,0.2,478
PLNT,2023,2.38,7.05,Consumer Discretionary,1.0,0.0,0.0,-0.3575283955072745,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,5,897,0.68,22,2,0.4,0.69,0.87,10-K,1,0.25,0,0,0.52,104
PLNT,2024,3.96,5.92,Consumer Discretionary,1.0,0.0,0.0,-0.3575283955072745,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,2,918,0.7,78,0,0.21,0.46,0.89,10-K,1,0.34,0,0,0.54,193
PTON,2020,3.1,5.35,Consumer Discretionary,0.0,4.0,0.0,-0.3512850340653641,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,1,1771,0.35,24,7,0.43,0.46,0.5,10-K,1,0.17,0,0,0.58,407
PTON,2021,3.33,4.72,Consumer Discretionary,0.0,4.0,0.0,-0.3512850340653641,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,3,2511,0.47,30,12,0.07,0.2,0.54,10-K,1,0.39,0,0,0.26,110
PTON,2022,3.46,5.14,Consumer Discretionary,0.0,4.0,0.0,-0.3512850340653641,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,2,1622,0.65,17,100,0.57,0.24,0.58,10-K,0,0.54,0,0,0.5,369
PTON,2023,3.57,4.18,Consumer Discretionary,0.0,4.0,0.0,-0.3512850340653641,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,4,2108,0.24,21,13,0.29,0.56,0.31,10-K,1,0.1,0,0,0.2,132
PTON,2024,4.32,6.22,Consumer Discretionary,0.0,4.0,0.0,-0.3512850340653641,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,5,2325,0.48,68,13,0.74,0.62,0.45,10-K,1,0.11,0,1,0.25,216
PG,2018,4.43,6.19,Consumer Staples,9.0,0.0,0.0,-0.2484595037342836,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,3,2332,0.81,33,146,0.41,0.67,0.34,10-K,0,0.53,0,0,0.89,418
PG,2019,4.79,6.56,Consumer Staples,9.0,0.0,0.0,-0.2484595037342836,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,3,2623,0.8,20,180,0.58,0.54,0.23,10-K,1,0.49,0,0,0.6,467
PG,2020,4.68,5.46,Consumer Staples,9.0,0.0,0.0,-0.2484595037342836,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,3,2950,0.13,50,141,0.41,0.26,0.9,10-K,0,0.52,0,0,0.8,401
PG,2021,3.34,5.73,Consumer Staples,9.0,0.0,0.0,-0.2484595037342836,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,2,1931,0.88,37,178,0.77,0.18,0.82,10-K,0,0.3,0,0,0.44,233
PG,2022,5.0,4.89,Consumer Staples,9.0,0.0,0.0,-0.2484595037342836,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,5,2434,0.14,10,168,0.29,0.8,0.22,10-K,1,0.21,0,0,0.61,330
PG,2023,2.26,5.0,Consumer Staples,9.0,0.0,0.0,-0.2484595037342836,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,2,173,0.33,58,149,0.8,0.74,0.28,10-K,0,0.06,0,0,0.47,190
PG,2024,3.06,4.15,Consumer Staples,9.0,0.0,0.0,-0.2484595037342836,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,2,2044,0.29,52,119,0.26,0.81,0.11,10-K,0,0.22,0,2,0.41,148
KO,2018,3.89,5.21,Consumer Staples,13.0,6.0,0.0,-0.1641095984774868,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,1366,0.48,7,281,0.34,0.31,0.8,10-K,0,0.22,0,0,0.52,73
KO,2019,3.64,7.2,Consumer Staples,13.0,6.0,0.0,-0.1641095984774868,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,4,286,0.36,78,275,0.39,0.66,0.31,10-K,0,0.27,0,0,0.59,380
KO,2020,4.07,3.19,Consumer Staples,13.0,6.0,0.0,-0.1641095984774868,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,3,1549,0.74,60,341,0.58,0.4,0.89,10-K,1,0.16,0,0,0.7,174
KO,2021,3.14,6.5,Consumer Staples,13.0,6.0,0.0,-0.1641095984774868,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,2,1171,0.18,12,343,0.19,0.44,0.46,10-K,0,0.22,0,0,0.38,498
KO,2022,4.82,5.69,Consumer Staples,13.0,6.0,0.0,-0.1641095984774868,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,1,1351,0.14,76,384,0.42,0.44,0.55,10-K,1,0.46,0,0,0.67,261
KO,2023,5.37,6.42,Consumer Staples,13.0,6.0,0.0,-0.1641095984774868,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,4,1710,0.51,24,395,0.15,0.7,0.89,10-K,0,0.47,0,0,0.77,377
KO,2024,4.59,4.73,Consumer Staples,13.0,6.0,0.0,-0.1641095984774868,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,5,2122,0.14,29,400,0.75,0.88,0.93,10-K,1,0.35,0,1,0.11,358
PEP,2018,2.56,5.74,Consumer Staples,27.0,34.0,0.0,0.1658997725199867,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,1,1199,0.14,12,135,0.47,0.47,0.25,10-K,0,0.15,0,3,0.88,95
PEP,2019,3.81,5.45,Consumer Staples,27.0,34.0,0.0,0.1658997725199867,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,3,245,0.78,21,137,0.27,0.12,0.72,10-K,1,0.24,0,3,0.68,148
PEP,2020,3.87,5.94,Consumer Staples,27.0,34.0,0.0,0.1658997725199867,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,2,2984,0.48,31,186,0.07,0.38,0.59,10-K,1,0.17,0,3,0.83,192
PEP,2021,4.61,4.51,Consumer Staples,27.0,34.0,0.0,0.1658997725199867,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,5,1938,0.81,68,169,0.48,0.61,0.77,10-K,0,0.1,0,3,0.54,31
PEP,2022,4.56,6.1,Consumer Staples,27.0,34.0,0.0,0.1658997725199867,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,5,916,0.25,36,219,0.3,0.46,0.46,10-K,0,0.37,0,3,0.66,410
PEP,2023,3.96,5.17,Consumer Staples,27.0,34.0,0.0,0.1658997725199867,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,5,2425,0.75,56,206,0.69,0.45,0.87,10-K,0,0.34,0,4,0.36,148
PEP,2024,4.2,6.39,Consumer Staples,27.0,34.0,0.0,0.1658997725199867,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,4,877,0.16,47,209,0.25,0.42,0.6,10-K,1,0.27,0,5,0.41,324
MDLZ,2019,2.32,5.94,Consumer Staples,31.0,20.0,0.0,0.1508648132091124,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,1,2638,0.8,53,322,0.38,0.37,0.36,10-K,1,0.48,4,2,0.11,110
MDLZ,2020,3.54,4.45,Consumer Staples,31.0,20.0,0.0,0.1508648132091124,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,1,601,0.74,80,310,0.08,0.81,0.57,10-K,0,0.58,4,2,0.24,98
MDLZ,2021,4.83,4.82,Consumer Staples,31.0,20.0,0.0,0.1508648132091124,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,2,742,0.41,72,311,0.08,0.41,0.34,10-K,0,0.48,4,0,0.33,360
MDLZ,2022,4.13,5.81,Consumer Staples,31.0,20.0,0.0,0.1508648132091124,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,5,1413,0.4,52,298,0.37,0.69,0.81,10-K,0,0.07,4,0,0.36,309
MDLZ,2023,4.51,5.84,Consumer Staples,31.0,20.0,0.0,0.1508648132091124,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,5,344,0.5,43,255,0.43,0.7,0.98,10-K,0,0.21,4,0,0.64,282
MDLZ,2024,4.51,3.29,Consumer Staples,31.0,20.0,0.0,0.1508648132091124,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,1,2881,0.37,58,207,0.5,0.45,0.86,10-K,1,0.19,4,2,0.15,498
MDLZ,2018,3.41,5.95,Consumer Staples,31.0,20.0,0.0,0.1508648132091124,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,3,1085,0.49,51,203,0.4,0.31,0.85,10-K,0,0.27,4,0,0.6,239
CL,2018,2.91,4.31,Consumer Staples,14.0,33.0,0.0,-0.0163064198395069,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,457,0.15,5,156,0.21,0.11,0.45,10-K,1,0.17,0,0,0.28,66
CL,2019,3.81,5.38,Consumer Staples,14.0,33.0,0.0,-0.0163064198395069,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,2,131,0.4,42,161,0.47,0.26,0.84,10-K,0,0.11,0,0,0.34,401
CL,2020,4.32,7.64,Consumer Staples,14.0,33.0,0.0,-0.0163064198395069,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,2,2986,0.33,31,270,0.51,0.27,0.51,10-K,1,0.41,0,0,0.32,154
CL,2021,3.43,5.94,Consumer Staples,14.0,33.0,0.0,-0.0163064198395069,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,5,274,0.56,77,268,0.52,0.89,0.82,10-K,1,0.33,0,0,0.43,406
CL,2022,2.09,3.85,Consumer Staples,14.0,33.0,0.0,-0.0163064198395069,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,3,1368,0.87,77,269,0.68,0.6,0.87,10-K,0,0.08,0,0,0.12,177
CL,2023,4.61,5.49,Consumer Staples,14.0,33.0,0.0,-0.0163064198395069,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,1,166,0.14,52,271,0.22,0.2,0.33,10-K,0,0.29,0,0,0.71,182
CL,2024,2.63,5.13,Consumer Staples,14.0,33.0,0.0,-0.0163064198395069,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,5,2361,0.81,37,243,0.69,0.58,0.1,10-K,0,0.36,0,3,0.59,155
KMB,2018,3.83,6.36,Consumer Staples,6.0,4.0,0.0,-0.2694833652356209,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,1585,0.16,62,125,0.52,0.32,0.4,10-K,1,0.38,0,0,0.33,446
KMB,2019,3.68,5.27,Consumer Staples,6.0,4.0,0.0,-0.2694833652356209,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,4,58,0.89,35,130,0.09,0.9,0.94,10-K,0,0.49,0,0,0.54,487
KMB,2020,2.62,3.74,Consumer Staples,6.0,4.0,0.0,-0.2694833652356209,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,4,1409,0.69,76,140,0.39,0.54,0.7,10-K,0,0.07,0,0,0.37,209
KMB,2021,3.43,6.96,Consumer Staples,6.0,4.0,0.0,-0.2694833652356209,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,4,438,0.12,13,155,0.46,0.52,0.76,10-K,0,0.13,0,0,0.31,12
KMB,2022,1.84,5.07,Consumer Staples,6.0,4.0,0.0,-0.2694833652356209,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,2,1603,0.75,35,170,0.24,0.46,0.97,10-K,1,0.52,0,0,0.52,320
KMB,2023,5.69,5.26,Consumer Staples,6.0,4.0,0.0,-0.2694833652356209,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,1,703,0.27,74,181,0.21,0.38,0.71,10-K,0,0.24,0,0,0.78,68
KMB,2024,4.54,5.06,Consumer Staples,6.0,4.0,0.0,-0.2694833652356209,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,5,2894,0.73,24,157,0.22,0.26,0.33,10-K,1,0.36,0,1,0.45,480
UL,2022,3.78,6.67,Consumer Staples,52.0,0.0,0.0,0.3377857895455424,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,5,1017,0.39,53,557,0.67,0.16,0.99,20-F,1,0.3,0,0,0.81,408
UL,2023,5.3,4.1,Consumer Staples,52.0,0.0,0.0,0.3377857895455424,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,2,2438,0.86,59,528,0.27,0.53,0.3,20-F,1,0.36,0,0,0.67,80
UL,2024,4.99,6.76,Consumer Staples,52.0,0.0,0.0,0.3377857895455424,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,4,2591,0.5,56,532,0.33,0.33,0.34,20-F,0,0.23,0,0,0.31,304
UL,2018,3.9,4.03,Consumer Staples,52.0,0.0,0.0,0.3377857895455424,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,640,0.62,66,78,0.07,0.28,0.69,20-F,1,0.14,0,0,0.13,312
UL,2019,3.99,4.22,Consumer Staples,52.0,0.0,0.0,0.3377857895455424,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,2,506,0.35,14,488,0.71,0.38,0.37,20-F,0,0.25,0,0,0.33,464
UL,2020,4.04,6.31,Consumer Staples,52.0,0.0,0.0,0.3377857895455424,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,4,899,0.28,78,487,0.75,0.35,0.42,20-F,0,0.04,0,0,0.11,184
UL,2021,5.24,6.95,Consumer Staples,52.0,0.0,0.0,0.3377857895455424,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,3,1096,0.81,58,498,0.61,0.81,0.55,20-F,0,0.25,0,0,0.56,283
DEO,2019,4.83,5.94,Consumer Staples,40.0,32.0,0.0,0.3331982351943299,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,4,607,0.67,58,388,0.53,0.42,0.87,20-F,0,0.39,24,6,0.44,205
DEO,2020,5.59,5.15,Consumer Staples,40.0,32.0,0.0,0.3331982351943299,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,2,2194,0.5,37,553,0.15,0.48,0.77,20-F,0,0.46,24,6,0.6,335
DEO,2021,5.72,4.91,Consumer Staples,40.0,32.0,0.0,0.3331982351943299,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,2684,0.83,32,664,0.22,0.64,0.6,20-F,0,0.02,31,6,0.66,255
DEO,2022,5.13,7.04,Consumer Staples,40.0,32.0,0.0,0.3331982351943299,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,1,2347,0.81,17,664,0.11,0.86,0.6,20-F,1,0.49,31,7,0.81,113
DEO,2023,7.2,3.87,Consumer Staples,40.0,32.0,0.0,0.3331982351943299,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,5,2210,0.24,6,645,0.31,0.79,0.77,20-F,0,0.03,32,7,0.37,320
DEO,2024,5.89,5.95,Consumer Staples,40.0,32.0,0.0,0.3331982351943299,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,4,1955,0.36,26,769,0.48,0.84,0.77,20-F,1,0.14,29,10,0.34,12
DEO,2018,3.89,5.56,Consumer Staples,40.0,32.0,0.0,0.3331982351943299,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,4,245,0.83,21,59,0.08,0.67,0.65,20-F,0,0.56,4,7,0.58,433
BUD,2018,4.74,4.97,Consumer Staples,12.0,25.0,16.0,1.0365532089821536,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,2,1481,0.5,54,112,0.46,0.72,0.12,20-F,0,0.31,0,1,0.13,102
BUD,2019,3.36,5.39,Consumer Staples,12.0,25.0,16.0,1.0365532089821536,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,5,1619,0.38,51,379,0.08,0.32,0.5,20-F,1,0.3,0,0,0.34,253
BUD,2020,5.36,5.12,Consumer Staples,12.0,25.0,16.0,1.0365532089821536,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,1,1043,0.37,5,359,0.58,0.86,0.63,20-F,1,0.06,0,0,0.26,400
BUD,2021,5.25,3.99,Consumer Staples,12.0,25.0,16.0,1.0365532089821536,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,4,2100,0.19,66,384,0.36,0.54,0.49,20-F,0,0.48,0,2,0.53,485
BUD,2022,4.2,4.52,Consumer Staples,12.0,25.0,16.0,1.0365532089821536,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,5,947,0.27,5,433,0.24,0.52,0.67,20-F,0,0.22,0,0,0.61,498
BUD,2023,4.39,5.82,Consumer Staples,12.0,25.0,16.0,1.0365532089821536,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,2,1665,0.78,20,340,0.15,0.38,0.53,20-F,0,0.23,0,0,0.67,459
BUD,2024,4.11,4.61,Consumer Staples,12.0,25.0,16.0,1.0365532089821536,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,3,1172,0.82,62,334,0.3,0.53,0.56,20-F,0,0.26,0,0,0.75,485
PM,2018,4.02,5.24,Consumer Staples,10.0,5.0,0.0,-0.2099796761207419,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,4,2538,0.76,49,75,0.53,0.38,0.4,10-K,1,0.34,6,0,0.38,331
PM,2019,3.54,5.15,Consumer Staples,10.0,5.0,0.0,-0.2099796761207419,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,5,1045,0.52,40,112,0.05,0.52,0.96,10-K,0,0.47,6,0,0.5,191
PM,2020,3.17,4.75,Consumer Staples,10.0,5.0,0.0,-0.2099796761207419,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,1,1165,0.49,4,155,0.47,0.64,0.91,10-K,0,0.32,5,0,0.51,492
PM,2021,4.13,7.04,Consumer Staples,10.0,5.0,0.0,-0.2099796761207419,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,1,2130,0.85,5,155,0.74,0.47,0.63,10-K,0,0.11,6,0,0.27,197
PM,2022,4.49,6.02,Consumer Staples,10.0,5.0,0.0,-0.2099796761207419,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,3,2696,0.73,41,188,0.34,0.9,0.51,10-K,1,0.41,6,0,0.55,152
PM,2023,2.02,4.17,Consumer Staples,10.0,5.0,0.0,-0.2099796761207419,121.7112553914388,27720.7095,303.8955,4.9025,-66942.25,0.0594364112350361,4,2504,0.37,74,185,0.37,0.29,0.9,10-K,0,0.59,6,0,0.63,179
PM,2024,4.06,4.69,Consumer Staples,10.0,5.0,0.0,-0.2099796761207419,134.31085014343262,29184.89025,312.985,5.205,-73269.0,0.0549303013068517,1,316,0.72,47,175,0.31,0.16,0.54,10-K,0,0.31,6,9,0.14,72
MO,2018,3.49,3.77,Consumer Staples,0.0,0.0,0.0,-0.3711620069788983,98.5529073079427,20656.5155,250.768,1.7999999999999998,-48754.75,0.0489315467899222,5,80,0.11,23,76,0.3,0.52,0.39,10-K,0,0.17,0,0,0.43,489
MO,2019,3.99,5.42,Consumer Staples,0.0,0.0,0.0,-0.3711620069788983,90.94625282287598,21539.9815,255.18775,2.2625,-47073.75,0.033617409789894,4,581,0.15,35,66,0.15,0.27,0.23,10-K,1,0.12,0,0,0.34,328
MO,2020,3.16,5.82,Consumer Staples,0.0,0.0,0.0,-0.3711620069788983,77.29380416870117,21354.10475,258.4575,0.445,-53864.5,0.0423494427006115,1,2755,0.13,68,99,0.19,0.57,0.13,10-K,1,0.52,0,0,0.4,479
MO,2021,4.68,4.79,Consumer Staples,0.0,0.0,0.0,-0.3711620069788983,82.07023620605469,23681.17075,269.43925,0.085,-65778.25,0.0367126568155122,2,2567,0.77,76,107,0.67,0.47,0.2,10-K,0,0.53,0,0,0.27,109
MO,2022,3.13,7.02,Consumer Staples,0.0,0.0,0.0,-0.3711620069788983,157.58319346110025,26006.8925,291.01075,1.2925,-77411.5,0.0658741685287667,4,2290,0.74,5,107,0.42,0.46,0.34,10-K,0,0.4,0,0,0.63,408
